source	target	ligand	receptor	pair	ages_tested	positive_ages	nominal_ages	median_delta	min_p	min_fdr	priority_score	reported_in_external_p53_cellchat
Fibroblast	Cap-a	App	Cd74	App–Cd74	1	0	1	-0.5238212779617837	0.0367965367965368	0.07072701168178555	0.0	False
Epithelial	Cap	Sema4d	Plxnb1	Sema4d–Plxnb1	2	0	2	-0.5239181184958669	0.0021645021645021645	0.009397106958082567	0.0	False
Fibroblast	Cap	Pdgfa	Pdgfrb	Pdgfa–Pdgfrb	1	0	0	-0.5242103806770466	0.2662337662337662	0.3788178892165027	0.0	False
Epithelial	Cap-a	Sema6d	Kdr	Sema6d–Kdr	1	0	0	-0.5247000832993667	0.05627705627705628	0.11411255411255411	0.0	False
Lymphoid	Cap	Col5a1	Sdc3	Col5a1–Sdc3	1	0	0	-0.5247282148050454	0.41774891774891776	0.6647995770133175	0.0	False
Mural	Cap-a	Igfbp4	Fzd8	Igfbp4–Fzd8	1	0	1	-0.5250895516544523	0.0021645021645021645	0.006563329143974305	0.0	False
Cap	Cap-a	Vegfc	Flt4	Vegfc–Flt4	1	0	1	-0.5252222890471132	0.0021645021645021645	0.007919825838900984	0.0	False
Myeloid	Cap-a	App	Cd74	App–Cd74	1	0	1	-0.5257368019315218	0.04329004329004329	0.10673536989326463	0.0	False
Lymphoid	Cap-a	Adm	Ramp2	Adm–Ramp2	1	0	0	-0.525799494102523	0.48484848484848486	0.6877534468775345	0.0	False
Epithelial	Cap	Tnf	Traf2	Tnf–Traf2	1	0	0	-0.5266905850271362	0.05844155844155844	0.3659689824738368	0.0	False
Cap-a	Cap	Lrfn4	Ptprd	Lrfn4–Ptprd	1	0	0	-0.5270004838961821	0.05844155844155844	0.10405025241820494	0.0	False
Lymphoid	Cap-a	App	Cd74	App–Cd74	1	0	1	-0.527361012950665	0.03896103896103896	0.13054187192118227	0.0	False
Lymphoid	Cap	Nbl1	Bmp5	Nbl1–Bmp5	1	0	0	-0.5276820569432531	0.16233766233766234	0.36674092331026636	0.0	False
Fibroblast	Cap-a	Bmp2	Bmpr2	Bmp2–Bmpr2	1	0	0	-0.5277536096535917	0.14285714285714285	0.22533136966126655	0.0	False
Cap	Cap-a	App	Cav1	App–Cav1	1	0	1	-0.5279679085208961	0.0021645021645021645	0.007919825838900984	0.0	False
Epithelial	Cap	Ptn	Ptprb	Ptn–Ptprb	2	0	1	-0.5279868622611459	0.004329004329004329	0.014747612833737236	0.0	False
Lymphoid	Cap	Sema3e	Nrp1	Sema3e–Nrp1	1	0	0	-0.5282446785886254	0.44155844155844154	0.6765462260511764	0.0	False
Lymphoid	Cap-a	Notch1	Jag1	Notch1–Jag1	1	0	1	-0.5282775663820427	0.0021645021645021645	0.016604010025062656	0.0	False
Mural	Cap-a	Col1a2	Cd36	Col1a2–Cd36	1	0	1	-0.528587736580505	0.0021645021645021645	0.006563329143974305	0.0	False
Myeloid	Cap-a	Col1a2	Cd36	Col1a2–Cd36	1	0	1	-0.5285904129862287	0.0021645021645021645	0.009218054672600126	0.0	False
Fibroblast	Cap	Clcf1	Lifr	Clcf1–Lifr	2	1	1	-0.5288019964292442	0.0021645021645021645	0.007373677498158825	0.0	False
Lymphoid	Cap-a	Vegfd	Itga2	Vegfd–Itga2	1	0	0	-0.5292814206182075	0.3917748917748918	0.6223562994680161	0.0	False
Myeloid	Cap	Efnb1	Epha4	Efnb1–Epha4	2	0	1	-0.5296574239017484	0.004329004329004329	0.01650114591291062	0.0	False
Myeloid	Cap	Fgf1	Nrp1	Fgf1–Nrp1	1	0	1	-0.5298192034903972	0.049783549783549784	0.11399201505208573	0.0	False
Mural	Cap	Pdgfa	Pdgfrb	Pdgfa–Pdgfrb	1	0	0	-0.530506630754155	0.3181818181818182	0.44014248102834136	0.0	False
Lymphoid	Cap-a	Col5a1	Sdc3	Col5a1–Sdc3	1	0	0	-0.5308094838703434	0.3939393939393939	0.6224028906955736	0.0	False
Epithelial	Cap-a	Lamb3	Itga6	Lamb3–Itga6	1	0	1	-0.5308754931410586	0.0021645021645021645	0.00885967035035358	0.0	False
Myeloid	Cap-a	Igfbp5	Igf1	Igfbp5–Igf1	1	0	0	-0.5311319861683064	0.06493506493506493	0.14485514485514484	0.0	False
Mural	Cap-a	Wnt5b	Fzd1	Wnt5b–Fzd1	1	0	1	-0.5311354288784487	0.008658008658008658	0.019971848192707087	0.0	False
Cap	Cap	Col4a4	Itga1	Col4a4–Itga1	2	0	1	-0.5319042511119143	0.045454545454545456	0.08719590268886045	0.0	False
Mural	Cap-a	Il1b	Adrb2	Il1b–Adrb2	1	0	1	-0.5321046927903437	0.049783549783549784	0.08892453548035496	0.0	False
Mural	Cap-a	Sema3e	Nrp1	Sema3e–Nrp1	1	0	0	-0.532468033840356	0.11038961038961038	0.18046301524562394	0.0	False
Epithelial	Cap	Wnt5a	Fzd3	Wnt5a–Fzd3	2	0	1	-0.5329498382268599	0.01948051948051948	0.04832797864156749	0.0	False
Mural	Cap-a	Porcn	Wnt4	Porcn–Wnt4	1	0	0	-0.533005600768907	0.07792207792207792	0.13257330904389727	0.0	False
Cap-a	Cap-a	C3	Ifitm3	C3–Ifitm3	1	0	1	-0.5331399878975689	0.006493506493506494	0.017579980994615142	0.0	False
Cap-a	Cap	Pdap1	Pdgfrb	Pdap1–Pdgfrb	1	0	0	-0.5331569644447902	0.36147186147186144	0.48847548847548844	0.0	False
Epithelial	Cap-a	Arpc5	Adrb2	Arpc5–Adrb2	1	0	1	-0.5344949382607194	0.0021645021645021645	0.00885967035035358	0.0	False
Lymphoid	Cap	Mfng	Notch1	Mfng–Notch1	2	0	1	-0.5346444319271724	0.0021645021645021645	0.016339351705205365	0.0	False
Lymphoid	Cap	Col4a4	Cd93	Col4a4–Cd93	1	0	0	-0.5346651226367451	0.5952380952380952	0.7872914122914123	0.0	False
Lymphoid	Cap-a	Adm	Adrb2	Adm–Adrb2	1	0	0	-0.5346776691095569	0.39826839826839827	0.624167946748592	0.0	False
Myeloid	Cap-a	Rgmb	Neo1	Rgmb–Neo1	1	0	1	-0.5347658045857118	0.017316017316017316	0.05144124168514412	0.0	False
Fibroblast	Cap	Tbc1d24	Neo1	Tbc1d24–Neo1	2	0	0	-0.5351790772161614	0.07575757575757576	0.13233397807865893	0.0	False
Myeloid	Cap	Il15	Il15ra	Il15–Il15ra	2	0	1	-0.5351825899338859	0.008658008658008658	0.02833530106257379	0.0	False
Myeloid	Cap	Sema6d	Tyrobp	Sema6d–Tyrobp	2	0	1	-0.5354615708179548	0.0021645021645021645	0.009606831524639745	0.0	False
Cap	Cap-a	Lrfn4	Ptprf	Lrfn4–Ptprf	1	0	0	-0.5355024999584432	0.2813852813852814	0.41713555765078014	0.0	False
Epithelial	Cap-a	Rgmb	Bmpr2	Rgmb–Bmpr2	1	0	1	-0.5355910936257642	0.0021645021645021645	0.00885967035035358	0.0	False
Fibroblast	Cap	Il15	Il15ra	Il15–Il15ra	2	0	1	-0.5356443978703264	0.004329004329004329	0.012648087381183466	0.0	False
Cap	Cap-a	Pecam1	Efnb2	Pecam1–Efnb2	1	0	1	-0.5356664446546553	0.0021645021645021645	0.007919825838900984	0.0	False
Cap-a	Cap	Efnb2	Pecam1	Efnb2–Pecam1	1	0	1	-0.5356664446546553	0.0021645021645021645	0.006764069264069264	0.0	False
Fibroblast	Cap-a	Tgfb2	Tgfbr2	Tgfb2–Tgfbr2	1	0	1	-0.5357975387871887	0.0021645021645021645	0.00716815651880587	0.0	False
Mural	Cap-a	Pf4	Thbd	Pf4–Thbd	1	0	0	-0.5360051328561948	0.06493506493506493	0.11277406196574787	0.0	False
Epithelial	Cap	Pdap1	Pdgfrb	Pdap1–Pdgfrb	1	0	0	-0.536257862247203	0.2943722943722944	0.43847923345831297	0.0	False
Fibroblast	Cap-a	Efna5	Epha4	Efna5–Epha4	1	0	1	-0.5371260346515965	0.008658008658008658	0.021504469556417608	0.0	False
Cap	Cap	Scgb3a1	Marco	Scgb3a1–Marco	2	0	1	-0.5374665887267549	0.023809523809523808	0.05066964285714285	0.0	False
Mural	Cap-a	Sema3f	Nrp1	Sema3f–Nrp1	1	0	1	-0.53751042856591	0.0021645021645021645	0.006563329143974305	0.0	False
Epithelial	Cap	Igfbp6	Igf1	Igfbp6–Igf1	2	0	1	-0.5375640914813955	0.0021645021645021645	0.009397106958082567	0.0	False
Fibroblast	Cap	Ephb3	Efnb2	Ephb3–Efnb2	2	0	1	-0.5376870473121846	0.0021645021645021645	0.007373677498158825	0.0	False
Myeloid	Cap	Scgb3a1	Marco	Scgb3a1–Marco	2	0	1	-0.5381610327381311	0.0367965367965368	0.08997794658172018	0.0	False
Myeloid	Cap	Wnt11	Fzd5	Wnt11–Fzd5	1	0	1	-0.5387323757748368	0.008658008658008658	0.02833530106257379	0.0	False
Cap-a	Cap-a	Ptprc	Mrc1	Ptprc–Mrc1	1	0	0	-0.5388661776671555	0.09090909090909091	0.16171328671328672	0.0	False
Cap-a	Cap	Col5a2	Itgb1	Col5a2–Itgb1	1	0	1	-0.5389087361604217	0.0021645021645021645	0.006764069264069264	0.0	False
Lymphoid	Cap-a	Saa3	Scarb1	Saa3–Scarb1	1	0	1	-0.5395260084021434	0.045454545454545456	0.14402173913043478	0.0	False
Fibroblast	Cap	Col1a2	Itga1	Col1a2–Itga1	2	0	1	-0.5395401409970173	0.0021645021645021645	0.007373677498158825	0.0	False
Cap-a	Cap	Fbn1	Itgav	Fbn1–Itgav	1	0	1	-0.5396405971491358	0.02813852813852814	0.05723090468853181	0.0	False
Cap-a	Cap-a	Fgf1	Fgfrl1	Fgf1–Fgfrl1	1	0	0	-0.5397631203193733	0.31601731601731603	0.44971694971694975	0.0	False
Cap-a	Cap-a	Jag1	Cd46	Jag1–Cd46	1	0	0	-0.5399293516119268	0.38961038961038963	0.5352320946380352	0.0	False
Epithelial	Cap	Tbc1d24	Neo1	Tbc1d24–Neo1	2	0	1	-0.540778588376502	0.004329004329004329	0.014747612833737236	0.0	False
Fibroblast	Cap	Rgmb	Neo1	Rgmb–Neo1	2	0	1	-0.5429302750556964	0.004329004329004329	0.012648087381183466	0.0	False
Cap	Cap	Col1a2	Itga1	Col1a2–Itga1	2	1	1	-0.5431988006821848	0.0021645021645021645	0.0073701298701298705	0.0	False
Fibroblast	Cap-a	Scgb1a1	Lmbr1l	Scgb1a1–Lmbr1l	1	0	1	-0.5432377631791727	0.015151515151515152	0.03491237677984666	0.0	False
Myeloid	Cap	Pdap1	Pdgfrb	Pdap1–Pdgfrb	1	0	0	-0.5433831507664699	0.29004329004329005	0.44327370742465083	0.0	False
Cap	Cap	Lamb3	Cd151	Lamb3–Cd151	1	0	0	-0.5437186801329192	0.45454545454545453	0.5753632984116256	0.0	False
Epithelial	Cap-a	Erbb2	Efnb1	Erbb2–Efnb1	1	0	1	-0.5442942439100764	0.0021645021645021645	0.00885967035035358	0.0	False
Cap-a	Cap-a	Pdgfd	Pdgfra	Pdgfd–Pdgfra	1	0	1	-0.5446812839467743	0.03463203463203463	0.07336175275106573	0.0	False
Epithelial	Cap	Efnb1	Epha4	Efnb1–Epha4	2	0	2	-0.5448299003199224	0.0021645021645021645	0.009397106958082567	0.0	False
Mural	Cap-a	Grem1	Bmp4	Grem1–Bmp4	1	0	0	-0.5449527040414868	0.2727272727272727	0.38478594576155545	0.0	False
Lymphoid	Cap-a	Col4a1	Itga1	Col4a1–Itga1	1	0	1	-0.5461364035261163	0.008658008658008658	0.04171585989767808	0.0	False
Fibroblast	Cap-a	Lefty1	Bmp4	Lefty1–Bmp4	1	0	0	-0.5465440947166906	0.17965367965367965	0.27214864343577216	0.0	False
Lymphoid	Cap-a	Efnb1	Ephb4	Efnb1–Ephb4	1	0	1	-0.5465709731978721	0.04329004329004329	0.13943699026571954	0.0	False
Fibroblast	Cap-a	Ntn1	Neo1	Ntn1–Neo1	1	0	1	-0.5466769508292411	0.01948051948051948	0.04332150407731803	0.0	False
Mural	Cap-a	Gnai2	Cav1	Gnai2–Cav1	1	0	1	-0.5467711250551579	0.0021645021645021645	0.006563329143974305	0.0	False
Lymphoid	Cap	Saa3	Scarb1	Saa3–Scarb1	1	0	0	-0.5470405179776856	0.05194805194805195	0.15997932415842864	0.0	False
Mural	Cap-a	Hspa8	Adrb2	Hspa8–Adrb2	1	0	1	-0.5471462240749743	0.0021645021645021645	0.006563329143974305	0.0	False
Fibroblast	Cap	Pdap1	Pdgfrb	Pdap1–Pdgfrb	1	0	0	-0.5472968203775936	0.3203463203463203	0.43980657024135283	0.0	False
Cap	Cap	Pdap1	Pdgfrb	Pdap1–Pdgfrb	1	0	0	-0.5480593618726659	0.329004329004329	0.44454751597608744	0.0	False
