source	target	ligand	receptor	pair	ages_tested	positive_ages	nominal_ages	median_delta	min_p	min_fdr	priority_score	reported_in_external_p53_cellchat
Cap	Cap-a	Ubc	Tlr4	Ubc–Tlr4	1	1	1	2.6490820365128793	0.0021645021645021645	0.007919825838900984	7.058855191183923	False
Epithelial	Cap-a	Ubb	Tlr4	Ubb–Tlr4	1	1	1	2.6484455758844514	0.0021645021645021645	0.00885967035035358	7.057159251477626	False
Cap-a	Cap-a	Ubc	Tlr4	Ubc–Tlr4	1	1	1	2.643102795338503	0.0021645021645021645	0.00698429477499245	7.042922654168707	False
Mural	Cap-a	Hsp90b1	Tlr4	Hsp90b1–Tlr4	1	1	1	2.636298365291631	0.0021645021645021645	0.006563329143974305	7.024791284246077	False
Cap-a	Cap-a	Rps27a	Tlr4	Rps27a–Tlr4	1	1	1	2.6284505044473323	0.0021645021645021645	0.00698429477499245	7.003879544822035	False
Myeloid	Cap-a	Ubb	Tlr4	Ubb–Tlr4	1	1	1	2.60440921173177	0.0021645021645021645	0.009218054672600126	6.939818107105515	False
Mural	Cap-a	Ubc	Tlr4	Ubc–Tlr4	1	1	1	2.5937529417369296	0.0021645021645021645	0.006563329143974305	6.911422962774405	False
Myeloid	Cap	Inhba	Smad3	Inhba–Smad3	2	2	1	1.2940332449919492	0.0021645021645021645	0.009606831524639745	6.896270604741303	False
Epithelial	Cap-a	Ubc	Tlr4	Ubc–Tlr4	1	1	1	2.5777608842004374	0.0021645021645021645	0.00885967035035358	6.868809854987159	False
Fibroblast	Cap-a	Hsp90b1	Tlr4	Hsp90b1–Tlr4	1	1	1	2.5763731312583587	0.0021645021645021645	0.00716815651880587	6.865111990245994	False
Mural	Cap	Tfpi	Sdc4	Tfpi–Sdc4	2	2	2	0.6425722940960086	0.0021645021645021645	0.0065581184984170055	6.84890042871048	False
Myeloid	Cap-a	Ubc	Tlr4	Ubc–Tlr4	1	1	1	2.5695197590429966	0.0021645021645021645	0.009218054672600126	6.84685020696683	False
Myeloid	Cap-a	Cd14	Tlr4	Cd14–Tlr4	1	1	1	2.5692036453836216	0.0021645021645021645	0.009218054672600126	6.846007877241013	False
Fibroblast	Cap-a	Ubc	Tlr4	Ubc–Tlr4	1	1	1	2.568344368550048	0.0021645021645021645	0.00716815651880587	6.84371821212165	False
Lymphoid	Cap	B2m	Cd247	B2m–Cd247	2	2	1	1.2841075706222091	0.0021645021645021645	0.016339351705205365	6.8433738676186815	False
Mural	Cap	Tgm2	Sdc4	Tgm2–Sdc4	2	2	2	0.6395687628627102	0.0021645021645021645	0.0065581184984170055	6.816887087113918	False
Cap	Cap	Fn1	Sdc4	Fn1–Sdc4	2	2	2	0.6357880329345829	0.0021645021645021645	0.0073701298701298705	6.776589920455	False
Cap-a	Cap	Inhba	Bambi	Inhba–Bambi	1	1	1	2.5340965957022257	0.0021645021645021645	0.006764069264069264	6.752460159022031	False
Myeloid	Cap-a	Cd36	Tlr4	Cd36–Tlr4	1	1	1	2.5337170595936294	0.0021645021645021645	0.009218054672600126	6.751448831175827	False
Cap	Cap-a	Inhba	Acvr1	Inhba–Acvr1	1	1	1	2.5292059550957005	0.0021645021645021645	0.007919825838900984	6.739428352774525	False
Mural	Cap-a	Fst	Tgfb2	Fst–Tgfb2	1	1	1	2.5167379229843747	0.0021645021645021645	0.006563329143974305	6.706205511058105	False
Lymphoid	Cap-a	Ubc	Tlr4	Ubc–Tlr4	1	1	1	2.511420328535141	0.0021645021645021645	0.016604010025062656	6.692036025679693	False
Cap-a	Cap-a	Inhba	Bambi	Inhba–Bambi	1	1	1	2.5111040130896023	0.0021645021645021645	0.00698429477499245	6.691193158265993	False
Lymphoid	Cap-a	Hsp90b1	Tlr4	Hsp90b1–Tlr4	1	1	1	2.5106843083653634	0.0021645021645021645	0.016604010025062656	6.690074795440447	False
Fibroblast	Cap	Col6a1	Sdc4	Col6a1–Sdc4	2	2	2	0.6256347144045642	0.0021645021645021645	0.007373677498158825	6.668370085469881	False
Cap	Cap-a	Hsp90b1	Tlr4	Hsp90b1–Tlr4	1	1	1	2.498942281507291	0.0021645021645021645	0.007919825838900984	6.65878649779632	False
Epithelial	Cap	Col4a1	Sdc4	Col4a1–Sdc4	2	2	2	0.6224168977158842	0.0021645021645021645	0.009397106958082567	6.634072767796674	False
Fibroblast	Cap	Tgm2	Sdc4	Tgm2–Sdc4	2	2	2	0.6219300668671386	0.0021645021645021645	0.007373677498158825	6.628883848138422	False
Fibroblast	Cap	Tfpi	Sdc4	Tfpi–Sdc4	2	2	2	0.6210176500175957	0.0021645021645021645	0.007373677498158825	6.619158791192436	False
Cap	Cap	B2m	Cd247	B2m–Cd247	2	2	1	1.23500395224261	0.0021645021645021645	0.0073701298701298705	6.581686742246743	False
Mural	Cap	Fst	Tgfb2	Fst–Tgfb2	2	2	1	1.2252597602506674	0.0021645021645021645	0.0065581184984170055	6.529757176247527	False
Cap	Cap	Lama4	Itgb1	Lama4–Itgb1	2	2	2	0.6112004212953956	0.0021645021645021645	0.0073701298701298705	6.514521192245198	False
Myeloid	Cap	B2m	Cd247	B2m–Cd247	2	2	1	1.2217552285470314	0.0021645021645021645	0.009606831524639745	6.5110805316831755	False
Epithelial	Cap-a	Hsp90b1	Tlr4	Hsp90b1–Tlr4	1	1	1	2.426385905323549	0.0021645021645021645	0.00885967035035358	6.465449732222879	False
Fibroblast	Cap	B2m	Cd247	B2m–Cd247	2	2	1	1.2110638375047635	0.0021645021645021645	0.007373677498158825	6.454103072986552	False
Cap-a	Cap-a	Hsp90b1	Tlr4	Hsp90b1–Tlr4	1	1	1	2.4060452770241727	0.0021645021645021645	0.00698429477499245	6.4112492402471775	False
Epithelial	Cap	Col4a2	Sdc4	Col4a2–Sdc4	2	2	2	0.6006478222876765	0.0021645021645021645	0.009397106958082567	6.402045599176477	False
Myeloid	Cap-a	Hsp90b1	Tlr4	Hsp90b1–Tlr4	1	1	1	2.3971247131586693	0.0021645021645021645	0.009218054672600126	6.387479131325527	False
Mural	Cap	Icam1	Il2rg	Icam1–Il2rg	2	2	2	0.5966583543371313	0.0021645021645021645	0.0065581184984170055	6.359523584131842	False
Mural	Cap	Cxcl12	Ackr3	Cxcl12–Ackr3	2	2	2	0.6714483337191695	0.004329004329004329	0.011525086934923	6.348173301828989	False
Lymphoid	Cap-a	Hmgb1	Tlr4	Hmgb1–Tlr4	1	1	1	2.379733545417308	0.0021645021645021645	0.016604010025062656	6.341137895757959	False
Cap-a	Cap	B2m	Cd247	B2m–Cd247	1	1	1	2.371127735279449	0.0021645021645021645	0.006764069264069264	6.318206492830953	False
Lymphoid	Cap	Tnc	Sdc4	Tnc–Sdc4	2	2	1	1.183186046894555	0.0021645021645021645	0.17160343761328986	6.3055344108951	False
Cap-a	Cap-a	Inhba	Tgfb1	Inhba–Tgfb1	1	1	1	2.3591088655933317	0.0021645021645021645	0.00698429477499245	6.286180508166586	False
Cap-a	Cap-a	Hspa1a	Tlr4	Hspa1a–Tlr4	1	1	1	2.351727687662554	0.0021645021645021645	0.00698429477499245	6.266512311623187	False
Cap-a	Cap	Inhba	Tgfb1	Inhba–Tgfb1	1	1	1	2.3437306999909224	0.0021645021645021645	0.006764069264069264	6.245203202595353	False
Mural	Cap	B2m	Cd247	B2m–Cd247	2	2	1	1.1647477338351928	0.0021645021645021645	0.0065581184984170055	6.207271405022257	False
Epithelial	Cap	B2m	Cd247	B2m–Cd247	2	2	1	1.161749779892871	0.0021645021645021645	0.009397106958082567	6.191294457191268	False
Cap-a	Cap-a	Cd36	Tlr4	Cd36–Tlr4	1	1	1	2.3195923271830763	0.0021645021645021645	0.00698429477499245	6.180883081189943	False
Fibroblast	Cap-a	Hmgb1	Tlr4	Hmgb1–Tlr4	1	1	1	2.3189458114881742	0.0021645021645021645	0.00716815651880587	6.179160348331452	False
Cap	Cap	Inhba	Acvr1	Inhba–Acvr1	1	1	1	2.316189756251856	0.0021645021645021645	0.0073701298701298705	6.171816447861806	False
Lymphoid	Cap-a	B2m	Cd247	B2m–Cd247	1	1	1	2.3059321527956507	0.0021645021645021645	0.016604010025062656	6.144483607123792	False
Epithelial	Cap-a	Cd14	Tlr4	Cd14–Tlr4	1	1	1	2.3023487258043023	0.0021645021645021645	0.00885967035035358	6.134935057146305	False
Mural	Cap-a	Hmgb1	Tlr4	Hmgb1–Tlr4	1	1	1	2.298302464521194	0.0021645021645021645	0.006563329143974305	6.124153219487267	False
Myeloid	Cap	Igf1	Igf2r	Igf1–Igf2r	2	2	2	0.5743806029783558	0.0021645021645021645	0.009606831524639745	6.122074658565459	False
Cap	Cap	Tgfb2	Eng	Tgfb2–Eng	2	2	1	1.1456769174755392	0.0021645021645021645	0.0073701298701298705	6.105637609462146	False
Cap-a	Cap-a	Tgfb2	Eng	Tgfb2–Eng	1	1	1	2.278913467203771	0.0021645021645021645	0.00698429477499245	6.072488483371316	False
Mural	Cap	Thbs3	Sdc4	Thbs3–Sdc4	2	2	2	0.568437600040276	0.0021645021645021645	0.0065581184984170055	6.058730758206815	False
Myeloid	Cap	Tgm2	Sdc4	Tgm2–Sdc4	2	2	2	0.5682632225065078	0.0021645021645021645	0.009606831524639745	6.056872143422525	False
Mural	Cap	Lama5	Itgb1	Lama5–Itgb1	2	2	2	0.5671155268735402	0.0021645021645021645	0.0065581184984170055	6.044639351587453	False
Epithelial	Cap-a	Hmgb1	Tlr4	Hmgb1–Tlr4	1	1	1	2.2663752890008584	0.0021645021645021645	0.00885967035035358	6.039078727434832	False
Cap	Cap-a	B2m	Cd247	B2m–Cd247	1	1	1	2.26218545631103	0.0021645021645021645	0.007919825838900984	6.027914323378958	False
Epithelial	Cap	Tnfrsf10b	Tnfsf10	Tnfrsf10b–Tnfsf10	2	2	2	0.6883717721039782	0.006493506493506494	0.01984281812607993	6.023310060465471	False
Cap-a	Cap-a	B2m	Cd247	B2m–Cd247	1	1	1	2.2539637730888873	0.0021645021645021645	0.00698429477499245	6.006006481155512	False
Cap	Cap-a	Hspa1b	Tlr4	Hspa1b–Tlr4	1	1	1	2.244156913110107	0.0021645021645021645	0.007919825838900984	5.979874710407652	False
Fibroblast	Cap-a	Hspa1a	Tlr4	Hspa1a–Tlr4	1	1	1	2.2333966757767914	0.0021645021645021645	0.00716815651880587	5.9512025303423535	False
Cap	Cap-a	Cd36	Tlr4	Cd36–Tlr4	1	1	1	2.2238536038902907	0.0021645021645021645	0.007919825838900984	5.925773660417834	False
Myeloid	Cap-a	B2m	Cd247	B2m–Cd247	1	1	1	2.223798878821045	0.0021645021645021645	0.009218054672600126	5.9256278377012075	False
Cap-a	Cap	Tgfb2	Eng	Tgfb2–Eng	1	1	1	2.2226596198036344	0.0021645021645021645	0.006764069264069264	5.922592120302384	False
Mural	Cap	Fst	Inhbb	Fst–Inhbb	2	2	2	0.6751864468819124	0.006493506493506494	0.015692640692640696	5.907937371928526	False
Fibroblast	Cap-a	B2m	Cd247	B2m–Cd247	1	1	1	2.2109585434692547	0.0021645021645021645	0.00716815651880587	5.891412941142609	False
Cap-a	Cap-a	Hspa1b	Tlr4	Hspa1b–Tlr4	1	1	1	2.2100255449515354	0.0021645021645021645	0.00698429477499245	5.888926834129163	False
Lymphoid	Cap	Tnfsf10	Tnfrsf11b	Tnfsf10–Tnfrsf11b	2	2	1	1.0996203005398808	0.0021645021645021645	0.016339351705205365	5.860188819984417	False
Cap-a	Cap-a	Inhba	Acvr1	Inhba–Acvr1	1	1	1	2.198146904642176	0.0021645021645021645	0.00698429477499245	5.8572745105483115	False
Cap-a	Cap	Ubb	Smad3	Ubb–Smad3	1	1	1	2.194319590497428	0.0021645021645021645	0.006764069264069264	5.847076088624576	False
Epithelial	Cap	Col6a1	Sdc4	Col6a1–Sdc4	2	2	2	0.5476193862804435	0.0021645021645021645	0.009397106958082567	5.8368384132446165	False
Cap	Cap-a	Inhba	Acvr1b	Inhba–Acvr1b	1	1	1	2.179709243607365	0.0021645021645021645	0.007919825838900984	5.808144745023877	False
Cap	Cap-a	Hmgb1	Tlr4	Hmgb1–Tlr4	1	1	1	2.171949234796337	0.0021645021645021645	0.007919825838900984	5.787467099815327	False
Cap-a	Cap	Ubc	Smad3	Ubc–Smad3	1	1	1	2.170650837032678	0.0021645021645021645	0.006764069264069264	5.784007334633313	False
Fibroblast	Cap	Cp	Slc40a1	Cp–Slc40a1	1	1	1	2.169143722579903	0.0021645021645021645	0.007373677498158825	5.779991414200482	False
Myeloid	Cap-a	Inhba	Eng	Inhba–Eng	1	1	1	2.1640421523280913	0.0021645021645021645	0.009218054672600126	5.766397555966256	False
Epithelial	Cap-a	B2m	Cd247	B2m–Cd247	1	1	1	2.1601990435229625	0.0021645021645021645	0.00885967035035358	5.75615704692748	False
Cap-a	Cap	Rps27a	Smad3	Rps27a–Smad3	1	1	1	2.1600489959629803	0.0021645021645021645	0.006764069264069264	5.7557572239008215	False
Cap-a	Cap-a	Bgn	Tlr4	Bgn–Tlr4	1	1	1	2.155110928191859	0.0021645021645021645	0.00698429477499245	5.7425990412397505	False
Cap-a	Cap	Ace	Bdkrb2	Ace–Bdkrb2	1	1	1	2.154645174791143	0.0021645021645021645	0.006764069264069264	5.741357975177944	False
Mural	Cap	Pdgfc	Flt4	Pdgfc–Flt4	2	2	1	1.076563368217017	0.0021645021645021645	0.0065581184984170055	5.737311880594298	False
Fibroblast	Cap	Fn1	Tnfrsf11b	Fn1–Tnfrsf11b	2	2	1	1.075928353213496	0.0021645021645021645	0.007373677498158825	5.733927705327318	False
Mural	Cap-a	Hspa1a	Tlr4	Hspa1a–Tlr4	1	1	1	2.1408263734643866	0.0021645021645021645	0.006563329143974305	5.704535817110799	False
Mural	Cap-a	B2m	Cd247	B2m–Cd247	1	1	1	2.137891748851349	0.0021645021645021645	0.006563329143974305	5.696716093184399	False
Cap-a	Cap-a	Hmgb1	Tlr4	Hmgb1–Tlr4	1	1	1	2.1286934606414403	0.0021645021645021645	0.00698429477499245	5.672205948317013	False
Epithelial	Cap-a	Cd36	Tlr4	Cd36–Tlr4	1	1	1	2.1270568323649184	0.0021645021645021645	0.00885967035035358	5.667844919913011	False
Cap	Cap	Edn1	Adgrl4	Edn1–Adgrl4	2	2	2	0.5312943072211675	0.0021645021645021645	0.0073701298701298705	5.66283644958214	False
Cap	Cap	Pgf	Nrp1	Pgf–Nrp1	1	1	1	2.3950303651114333	0.004329004329004329	0.012652583468034112	5.660922463182841	False
Lymphoid	Cap	Tnfsf11	Tnfrsf11b	Tnfsf11–Tnfrsf11b	2	2	1	1.0611909910875303	0.0021645021645021645	0.016339351705205365	5.6553881178676795	False
Fibroblast	Cap	Fst	Inhba	Fst–Inhba	1	1	1	2.1206937031214985	0.0021645021645021645	0.007373677498158825	5.650889458635106	False
Myeloid	Cap-a	Hmgb1	Tlr4	Hmgb1–Tlr4	1	1	1	2.112930188247619	0.0021645021645021645	0.009218054672600126	5.630202471024312	False
Fibroblast	Cap-a	Cxcl10	Sdc4	Cxcl10–Sdc4	1	1	1	2.11275002339455	0.0021645021645021645	0.00716815651880587	5.629722396194304	False
Mural	Cap	Lum	Itgb1	Lum–Itgb1	1	1	1	2.1005742917514847	0.0021645021645021645	0.0065581184984170055	5.597278430575086	False
Fibroblast	Cap-a	Hspa1b	Tlr4	Hspa1b–Tlr4	1	1	1	2.1001730744755833	0.0021645021645021645	0.00716815651880587	5.5962093301804	False
Mural	Cap-a	Lum	Itgb1	Lum–Itgb1	1	1	1	2.097626339922446	0.0021645021645021645	0.006563329143974305	5.5894231943895125	False
Lymphoid	Cap	Gzmb	Igf2r	Gzmb–Igf2r	2	2	1	1.048517503876152	0.0021645021645021645	0.016339351705205365	5.587847505867455	False
Cap	Cap-a	Bgn	Tlr4	Bgn–Tlr4	1	1	1	2.0820047772535437	0.0021645021645021645	0.007919825838900984	5.547797322778174	False
Cap	Cap-a	Pgf	Nrp2	Pgf–Nrp2	1	1	1	2.073337833842782	0.0021645021645021645	0.007919825838900984	5.524703021566089	False
Mural	Cap	Dcn	Tgfb1	Dcn–Tgfb1	2	2	1	1.0319196237214403	0.0021645021645021645	0.0065581184984170055	5.4993926895364655	False
Lymphoid	Cap	B2m	Tfrc	B2m–Tfrc	2	2	1	1.031575925082579	0.0021645021645021645	0.016339351705205365	5.497561021896362	False
Cap	Cap	Inhba	Acvr1b	Inhba–Acvr1b	1	1	1	2.0609771719309173	0.0021645021645021645	0.0073701298701298705	5.491766282990077	False
Mural	Cap	Gas6	Mertk	Gas6–Mertk	2	2	2	0.5752189907973477	0.004329004329004329	0.011525086934923	5.438377990840321	False
Fibroblast	Cap	Fgf2	Sdc4	Fgf2–Sdc4	2	2	2	0.5069397862103315	0.0021645021645021645	0.007373677498158825	5.403252133661991	False
Cap	Cap-a	Hspa1a	Tlr4	Hspa1a–Tlr4	1	1	1	2.2851759483922782	0.004329004329004329	0.0137012987012987	5.401269247781381	False
Fibroblast	Cap	Lif	Lifr	Lif–Lifr	2	2	2	0.5685552745294575	0.004329004329004329	0.017422120363296836	5.375376232434771	False
Cap	Cap	Inhba	Acvr2a	Inhba–Acvr2a	1	1	1	2.015983106349893	0.0021645021645021645	0.0073701298701298705	5.371873207191954	False
Cap	Cap	B2m	Tfrc	B2m–Tfrc	2	2	1	1.006817665096397	0.0021645021645021645	0.0073701298701298705	5.365617224294538	False
Mural	Cap	Fn1	Tnfrsf11b	Fn1–Tnfrsf11b	2	2	1	1.0044914887651557	0.0021645021645021645	0.0065581184984170055	5.353220370104997	False
Myeloid	Cap-a	Tgfb1	Cd109	Tgfb1–Cd109	1	1	1	2.001119913225648	0.0021645021645021645	0.009218054672600126	5.332268118902293	False
Fibroblast	Cap	Col7a1	Itgb1	Col7a1–Itgb1	2	2	2	0.4996647592114152	0.0021645021645021645	0.007373677498158825	5.325710764403524	False
Cap	Cap-a	Inhba	Acvr2a	Inhba–Acvr2a	1	1	1	1.9854002396767547	0.0021645021645021645	0.007919825838900984	5.290380816921873	False
Mural	Cap-a	S100a4	Pglyrp1	S100a4–Pglyrp1	1	1	1	1.9718421348045292	0.0021645021645021645	0.006563329143974305	5.254253321570349	False
Epithelial	Cap-a	Hspa1b	Tlr4	Hspa1b–Tlr4	1	1	1	1.9703999707048985	0.0021645021645021645	0.00885967035035358	5.250410470574833	False
Cap-a	Cap-a	Tgfb1	Cd109	Tgfb1–Cd109	1	1	1	1.960170233442073	0.0021645021645021645	0.00698429477499245	5.223151883265397	False
Fibroblast	Cap	B2m	Tfrc	B2m–Tfrc	2	2	1	0.9797247171605568	0.0021645021645021645	0.007373677498158825	5.2212312116717445	False
Lymphoid	Cap-a	Tgfb1	Cd109	Tgfb1–Cd109	1	1	1	1.9584077655396175	0.0021645021645021645	0.016604010025062656	5.218455537311944	False
Myeloid	Cap	B2m	Tfrc	B2m–Tfrc	2	2	1	0.9772467014151753	0.0021645021645021645	0.009606831524639745	5.20802516212928	False
Fibroblast	Cap-a	Cp	Slc40a1	Cp–Slc40a1	1	1	1	1.9532418963158813	0.0021645021645021645	0.00716815651880587	5.204690345338143	False
Cap-a	Cap	Inhba	Acvr1	Inhba–Acvr1	1	1	1	1.9470126239426864	0.0021645021645021645	0.006764069264069264	5.188091564695356	False
Cap	Cap-a	Lamb1	Itgb1	Lamb1–Itgb1	1	1	1	1.9431509360154804	0.0021645021645021645	0.007919825838900984	5.1778015489480245	False
Epithelial	Cap-a	Hspa1a	Tlr4	Hspa1a–Tlr4	1	1	1	1.9399775454665023	0.0021645021645021645	0.00885967035035358	5.169345599286384	False
Lymphoid	Cap	Cxcl10	Sdc4	Cxcl10–Sdc4	2	2	1	0.9695043132856218	0.0021645021645021645	0.016339351705205365	5.166763777327168	False
Mural	Cap-a	Sema3a	Plxna4	Sema3a–Plxna4	1	1	1	1.9324436714042288	0.0021645021645021645	0.006563329143974305	5.149270522221497	False
Cap	Cap-a	Tgfb1	Cd109	Tgfb1–Cd109	1	1	1	1.9323074233461035	0.0021645021645021645	0.007919825838900984	5.148907469926728	False
Mural	Cap-a	Sema3a	Plxna2	Sema3a–Plxna2	1	1	1	1.92735194017961	0.0021645021645021645	0.006563329143974305	5.1357028814721275	False
Myeloid	Cap	Timp1	Cd63	Timp1–Cd63	2	2	1	0.961162768359053	0.0021645021645021645	0.009606831524639745	5.122309315822523	False
Mural	Cap	Tnc	Itgb1	Tnc–Itgb1	2	2	2	0.4805421145758708	0.0021645021645021645	0.0065581184984170055	5.121890758085466	False
Fibroblast	Cap-a	Emilin1	Tgfb2	Emilin1–Tgfb2	1	1	1	1.920334426419612	0.0021645021645021645	0.00716815651880587	5.117003719743194	False
Cap	Cap	Adam12	Itgb1	Adam12–Itgb1	2	2	1	0.9545700426023473	0.0021645021645021645	0.0073701298701298705	5.087174808253228	False
Epithelial	Cap	B2m	Tfrc	B2m–Tfrc	2	2	1	0.9511039516172832	0.0021645021645021645	0.009397106958082567	5.068703025193431	False
Mural	Cap	B2m	Tfrc	B2m–Tfrc	2	2	1	0.9506359106236955	0.0021645021645021645	0.0065581184984170055	5.066208701837841	False
Fibroblast	Cap	Thbs3	Sdc4	Thbs3–Sdc4	2	2	2	0.4744294801081428	0.0021645021645021645	0.007373677498158825	5.056738828549709	False
Cap	Cap	Pgf	Nrp2	Pgf–Nrp2	1	1	1	2.128393419777603	0.004329004329004329	0.012652583468034112	5.030696184909952	False
Lymphoid	Cap	Tnfsf10	Tnfrsf10b	Tnfsf10–Tnfrsf10b	2	2	1	0.9368058922769192	0.0021645021645021645	0.016339351705205365	4.992504607018779	False
Fibroblast	Cap	Adm	Ramp2	Adm–Ramp2	2	2	2	0.5690460584073738	0.006493506493506494	0.026365820134366127	4.9792001755057855	False
Mural	Cap-a	Dcn	Tgfb1	Dcn–Tgfb1	1	1	1	1.8674653517355342	0.0021645021645021645	0.006563329143974305	4.976126564131189	False
Fibroblast	Cap	Emilin1	Tgfb2	Emilin1–Tgfb2	2	2	1	0.9309482136139005	0.0021645021645021645	0.007373677498158825	4.96128737412918	False
Myeloid	Cap	Inhba	Acvr1b	Inhba–Acvr1b	2	2	1	0.9257867118333933	0.0021645021645021645	0.009606831524639745	4.933780265526686	False
Lymphoid	Cap	Tnc	Itgb1	Tnc–Itgb1	2	2	1	1.252957908652857	0.010822510822510822	0.4242424242424242	4.925808484314968	False
Fibroblast	Cap-a	Dcn	Tgfb2	Dcn–Tgfb2	1	1	1	1.8454667866846615	0.0021645021645021645	0.00716815651880587	4.917508264294631	False
Cap	Cap	Tnc	Sdc4	Tnc–Sdc4	2	2	1	0.9202562243505725	0.0021645021645021645	0.0073701298701298705	4.904306727342662	False
Lymphoid	Cap-a	Uba52	Tlr4	Uba52–Tlr4	1	1	1	1.8380307889097696	0.0021645021645021645	0.016604010025062656	4.897693992493513	False
Cap-a	Cap	Tgfb1	Smad3	Tgfb1–Smad3	1	1	1	1.8323931815259298	0.0021645021645021645	0.006764069264069264	4.882671787216828	False
Myeloid	Cap	Hbegf	Cd82	Hbegf–Cd82	2	2	1	0.915015795204208	0.0021645021645021645	0.009606831524639745	4.876378992396	False
Myeloid	Cap-a	Inhba	Bambi	Inhba–Bambi	1	1	1	1.8279321967471867	0.0021645021645021645	0.009218054672600126	4.870784859923072	False
Myeloid	Cap	Fn1	Tnfrsf11b	Fn1–Tnfrsf11b	2	2	1	0.9131899247402551	0.0021645021645021645	0.009606831524639745	4.866648410235646	False
Cap	Cap	Tnfrsf10b	Tnfsf10	Tnfrsf10b–Tnfsf10	2	2	2	0.4550625942214066	0.0021645021645021645	0.0073701298701298705	4.850315560271298	False
Cap	Cap	Tnfsf10	Tnfrsf10b	Tnfsf10–Tnfrsf10b	2	2	2	0.4550625942214066	0.0021645021645021645	0.0073701298701298705	4.850315560271298	False
Lymphoid	Cap-a	Gzmb	Igf2r	Gzmb–Igf2r	1	1	1	1.8157838615980513	0.0021645021645021645	0.016604010025062656	4.838413896151562	False
Fibroblast	Cap-a	Cd14	Tlr4	Cd14–Tlr4	1	1	1	1.8059646273697816	0.0021645021645021645	0.00716815651880587	4.812249152459097	False
Cap	Cap	Inhbb	Tgfb2	Inhbb–Tgfb2	2	2	1	0.9025534285139474	0.0021645021645021645	0.0073701298701298705	4.809963501600718	False
Cap	Cap-a	Lamb1	Itga3	Lamb1–Itga3	1	1	1	1.7956586763802451	0.0021645021645021645	0.007919825838900984	4.784787482854354	False
Cap	Cap-a	Tgfb2	Eng	Tgfb2–Eng	1	1	1	1.7923031376000687	0.0021645021645021645	0.007919825838900984	4.775846173370089	False
Fibroblast	Cap	Gpc3	Cd81	Gpc3–Cd81	2	2	2	0.44628246188512577	0.0021645021645021645	0.007373677498158825	4.756731923574532	False
Mural	Cap-a	Lefty1	Tgfb2	Lefty1–Tgfb2	1	1	1	1.776538357105299	0.0021645021645021645	0.006563329143974305	4.733838677528298	False
Mural	Cap-a	Cxcl10	Sdc4	Cxcl10–Sdc4	1	1	1	1.7725784483467222	0.0021645021645021645	0.006563329143974305	4.723286938430822	False
Mural	Cap-a	Irak4	Tlr4	Irak4–Tlr4	1	1	1	1.7724747507899061	0.0021645021645021645	0.006563329143974305	4.723010621568167	False
Cap	Cap-a	Pgf	Nrp1	Pgf–Nrp1	1	1	1	2.401440067202321	0.010822510822510822	0.028308468391113017	4.720443430664532	False
Epithelial	Cap	Adam15	Itgb1	Adam15–Itgb1	2	2	2	0.4420114729346365	0.0021645021645021645	0.009397106958082567	4.711209297836091	False
Fibroblast	Cap-a	Fst	Inhba	Fst–Inhba	1	1	1	1.7670792104993875	0.0021645021645021645	0.00716815651880587	4.7086334384292465	False
Fibroblast	Cap	Adam12	Itgb1	Adam12–Itgb1	2	2	1	0.8823406730288792	0.0021645021645021645	0.007373677498158825	4.702243988186388	False
Mural	Cap	Inhba	Tgfb2	Inhba–Tgfb2	2	2	1	0.8807524475753354	0.0021645021645021645	0.0065581184984170055	4.693779883766069	False
Cap	Cap-a	Adam12	Itgb1	Adam12–Itgb1	1	1	1	1.760757251100324	0.0021645021645021645	0.007919825838900984	4.69178768004674	False
Cap-a	Cap-a	Inhba	Acvr1b	Inhba–Acvr1b	1	1	1	1.7595112541528852	0.0021645021645021645	0.00698429477499245	4.68846754427918	False
Cap	Cap	Col4a1	Itgb1	Col4a1–Itgb1	2	2	2	0.43918969830254984	0.0021645021645021645	0.0073701298701298705	4.681133221315221	False
Mural	Cap-a	Pdgfc	Kdr	Pdgfc–Kdr	1	1	1	1.7507878509514945	0.0021645021645021645	0.006563329143974305	4.665222797939054	False
Fibroblast	Cap-a	S100a9	Tlr4	S100a9–Tlr4	1	1	1	1.7507705739670205	0.0021645021645021645	0.00716815651880587	4.665176760961014	False
